name,storage_price,capacity,price_per_gb,type,cache,form_factor,interface,capacity_2
Transcend MTE240S,129.99,1000.0,0.13,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
Lexar NS100,19.99,128.0,0.156,SSD,,2.5,SATA 6.0 Gb/s,128.0 GB
Addlink S93,124.44,2000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
FanXiang S500 Pro,109.99,2000.0,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2.0 TB
Seagate Lightsaber Collection FireCuda,153.18,1000.0,0.153,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
KingSpec NXM,17.99,128.0,0.141,SSD,,M.2-2242,M.2 PCIe 3.0 X4,128.0 GB
HP EX900 Plus,114.99,2000.0,0.057,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2.0 TB
Corsair MP600 CORE,468.0,2000.0,0.234,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
ADATA Ultimate SU650,38.99,480.0,0.081,SSD,,2.5,SATA 6.0 Gb/s,480.0 GB
ADATA Ultimate SU650,73.73,960.0,0.077,SSD,,2.5,SATA 6.0 Gb/s,960.0 GB
PNY XLR8 CS3030,169.99,1000.0,0.17,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
Samsung 850 Pro,320.0,2000.0,0.16,SSD,,2.5,SATA 6.0 Gb/s,2.0 TB
Mushkin Vortex-LX,68.98,1000.0,0.069,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
PNY CS3140,147.99,2000.0,0.074,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
Western Digital WDS100T1XHE w/Heatsink,99.99,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
Lexar NQ100,24.99,240.0,0.104,SSD,,2.5,SATA 6.0 Gb/s,240.0 GB
Inland TN450,117.99,2000.0,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
ADATA Legend 850,128.99,2000.0,0.064,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
Seagate FireCuda 530,87.75,500.0,0.176,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0 GB
Western Digital Black SN750,272.91,2000.0,0.136,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2.0 TB
Samsung 860 Pro,270.0,512.0,0.527,SSD,512.0,2.5,SATA 6.0 Gb/s,512.0 GB
Lexar NM610,124.99,1000.0,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
Corsair MP600 PRO,373.99,4000.0,0.093,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4.0 TB
Micron 3400,149.99,1000.0,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
Samsung 750 Evo,149.99,500.0,0.3,SSD,512.0,2.5,SATA 6.0 Gb/s,500.0 GB
HP EX900,35.99,250.0,0.144,SSD,,M.2-2280,M.2 PCIe 3.0 X4,250.0 GB
Western Digital WD Blue,59.99,500.0,0.12,SSD,,2.5,SATA 6.0 Gb/s,500.0 GB
MSI SPATIUM S270,35.5,240.0,0.148,SSD,,2.5,SATA 6.0 Gb/s,240.0 GB
Acer FA100,31.99,256.0,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0 GB
Netac NV7000,160.99,2000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
Western Digital Green,152.5,2000.0,0.076,SSD,,2.5,SATA 6.0 Gb/s,2.0 TB
Lexar NS100,74.98,1000.0,0.075,SSD,,2.5,SATA 6.0 Gb/s,1.0 TB
Western Digital Blue,54.88,250.0,0.22,SSD,,M.2-2280,M.2 SATA,250.0 GB
Western Digital Blue SN550,168.0,2000.0,0.084,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2.0 TB
Acer FA100,46.99,512.0,0.092,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0 GB
Gigabyte GP-GSM2NE3512GNTD,88.99,512.0,0.174,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0 GB
Samsung 860 Pro,291.0,1000.0,0.291,SSD,1024.0,2.5,SATA 6.0 Gb/s,1.0 TB
Crucial P5,239.47,2000.0,0.12,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2.0 TB
TEAMGROUP T-FORCE G70 PRO Graphene,84.99,1000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
Lexar Professional NM800PRO,59.99,512.0,0.117,SSD,,M.2-2280,M.2 PCIe 4.0 X4,512.0 GB
Western Digital Blue SA510,56.99,500.0,0.114,SSD,,M.2-2280,M.2 SATA,500.0 GB
Seagate FireCuda 510,149.99,1000.0,0.15,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
Mushkin Tempest,40.99,512.0,0.08,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0 GB
SanDisk EXTREME PRO,179.99,1000.0,0.18,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
ADATA LEGEND 840,99.99,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
Kingston Fury Renegade with Heat Sink,76.03,500.0,0.152,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0 GB
Seagate BarraCuda 510,174.67,1000.0,0.175,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
TEAMGROUP T-FORCE G50,124.99,2000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
ADATA XPG SX6000 Pro,76.27,1000.0,0.076,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
ADATA XPG GAMMIX S11 Pro,48.92,256.0,0.191,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0 GB
SanDisk EXTREME PRO,124.0,500.0,0.248,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0 GB
ADATA Premium For PS5,69.98,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
HP EX900 Plus,31.99,256.0,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0 GB
ADATA XPG GAMMIX S50 Lite,178.67,1000.0,0.179,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
Verbatim Vi7000G,242.0,4000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4.0 TB
Lexar NQ100,34.99,480.0,0.073,SSD,,2.5,SATA 6.0 Gb/s,480.0 GB
ADATA XPG GAMMIX S5,96.25,512.0,0.188,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0 GB
Western Digital Black PCIe,128.88,256.0,0.503,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0 GB
Apacer AS2280P4,52.9,512.0,0.103,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0 GB
Western Digital PC SN730,149.99,1000.0,0.15,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
Western Digital Green,105.03,480.0,0.219,SSD,,M.2-2280,M.2 SATA,480.0 GB
HP EX900 Plus,46.99,512.0,0.092,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0 GB
Inland QN322,168.95,2000.0,0.084,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2.0 TB
Samsung MZ-75E4T0B,429.99,4000.0,0.107,SSD,4096.0,2.5,SATA 6.0 Gb/s,4.0 TB
Mushkin Tempest,26.99,256.0,0.105,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0 GB
Gigabyte GP-GSTFS31120GNTD,30.0,120.0,0.25,SSD,,2.5,SATA 6.0 Gb/s,120.0 GB
KingSpec NXM,63.99,1000.0,0.064,SSD,,M.2-2242,M.2 PCIe 3.0 X4,1.0 TB
TEAMGROUP MP44,58.86,512.0,0.115,SSD,,M.2-2280,M.2 PCIe 4.0 X4,512.0 GB
TEAMGROUP CX1,20.99,240.0,0.087,SSD,,2.5,SATA 6.0 Gb/s,240.0 GB
ADATA XPG SX6000,39.99,256.0,0.156,SSD,,M.2-2280,M.2 PCIe 3.0 X2,256.0 GB
Lexar NS100,38.99,512.0,0.076,SSD,,2.5,SATA 6.0 Gb/s,512.0 GB
Western Digital Red SA500,205.99,2000.0,0.103,SSD,,2.5,SATA 6.0 Gb/s,2.0 TB
HP FX900 Pro,54.99,512.0,0.107,SSD,,M.2-2280,M.2 PCIe 4.0 X4,512.0 GB
Corsair MP400,213.7,1000.0,0.214,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
Intel 600p,119.0,512.0,0.232,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0 GB
Transcend 830S,219.99,2000.0,0.11,SSD,,M.2-2280,M.2 SATA,2.0 TB
Seagate Lightsaber Collection FireCuda,299.99,2000.0,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
Addlink A95,144.44,2000.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
Nextorage NEM-PA,299.99,4000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4.0 TB
Western Digital Red SA500,69.98,500.0,0.14,SSD,,2.5,SATA 6.0 Gb/s,500.0 GB
Gigabyte AORUS Gen4 5000E,80.57,500.0,0.161,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0 GB
Intel 545s,119.0,256.0,0.465,SSD,,2.5,SATA 6.0 Gb/s,256.0 GB
Intel 660p,400.17,2000.0,0.2,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2.0 TB
SanDisk Ultra II,44.09,240.0,0.184,SSD,,2.5,SATA 6.0 Gb/s,240.0 GB
TEAMGROUP T-FORCE G70 PRO Aluminum,89.99,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
Patriot Burst,34.34,240.0,0.143,SSD,,2.5,SATA 6.0 Gb/s,240.0 GB
Patriot P400,69.98,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
PNY XLR8 CS3140 w/Heatsink,99.99,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
HP EX900,32.99,120.0,0.275,SSD,,M.2-2280,M.2 PCIe 3.0 X4,120.0 GB
TEAMGROUP T-Create Classic,81.84,1000.0,0.082,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
SanDisk Ultra II,199.99,480.0,0.417,SSD,,2.5,SATA 6.0 Gb/s,480.0 GB
Lenovo S4520,239.19,480.0,0.498,SSD,,3.5,SATA 6.0 Gb/s,480.0 GB
KIOXIA EXCERIA,69.95,960.0,0.073,SSD,,2.5,SATA 6.0 Gb/s,960.0 GB
Verbatim Vi560,62.37,1000.0,0.062,SSD,,M.2-2280,M.2 SATA,1.0 TB
Intenso High Performance,82.69,960.0,0.086,SSD,,2.5,SATA 6.0 Gb/s,960.0 GB
PNY XLR8 CS3030,69.35,250.0,0.277,SSD,,M.2-2280,M.2 PCIe 3.0 X4,250.0 GB
Intel 760p,113.9,256.0,0.445,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0 GB
Seagate BarraCuda Q1,129.94,480.0,0.271,SSD,,2.5,SATA 6.0 Gb/s,480.0 GB
Leven JS600,19.98,256.0,0.078,SSD,,2.5,SATA 6.0 Gb/s,256.0 GB
Klevv CRAS C930,79.98,1000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
Sabrent Rocket 4.0 HTSK,99.99,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
ADATA SU635,39.99,480.0,0.083,SSD,,2.5,SATA 6.0 Gb/s,480.0 GB
Timetec 30TTQNS3SATA-1TB,65.55,1000.0,0.066,SSD,,2.5,SATA 6.0 Gb/s,1.0 TB
Samsung 850 Evo,206.11,500.0,0.412,SSD,,M.2-2280,M.2 SATA,500.0 GB
Toshiba OCZ TR200,36.99,240.0,0.154,SSD,,2.5,SATA 6.0 Gb/s,240.0 GB
ADATA XPG SX8100,112.99,2000.0,0.056,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2.0 TB
TEAMGROUP T-FORCE G70 PRO Aluminum,289.99,4000.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4.0 TB
Western Digital Green,99.99,1000.0,0.1,SSD,,2.5,SATA 6.0 Gb/s,1.0 TB
Western Digital Black SN750,336.77,1000.0,0.337,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
Samsung 860 Pro,199.99,256.0,0.781,SSD,512.0,2.5,SATA 6.0 Gb/s,256.0 GB
Lexar NM610,59.99,500.0,0.12,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0 GB
HP EX920,72.98,512.0,0.143,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4,512.0 GB
KingSpec XG7000,89.99,1000.0,0.09,SSD,,M.2-2242,M.2 PCIe 4.0 X4,1.0 TB
Patriot Viper VP4300,109.99,1000.0,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
Corsair MP400,137.31,1000.0,0.137,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
Mushkin Vortex-LX,43.99,512.0,0.086,SSD,,M.2-2280,M.2 PCIe 4.0 X4,512.0 GB
VisionTek DLX4,77.0,1000.0,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
FanXiang S770,89.99,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
Silicon Power A55,25.97,256.0,0.101,SSD,,M.2-2280,M.2 SATA,256.0 GB
HP EX950,103.18,1000.0,0.103,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
Corsair MP600 CORE,211.5,1000.0,0.211,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
TEAMGROUP Z440 Lite,49.99,500.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0 GB
ADATA LEGEND 900,139.99,2000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
Verbatim Vi3000,41.98,512.0,0.082,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0 GB
Western Digital Blue SA510,39.99,250.0,0.16,SSD,,M.2-2280,M.2 SATA,250.0 GB
KingSpec NXM,23.99,256.0,0.094,SSD,,M.2-2242,M.2 PCIe 3.0 X4,256.0 GB
Mushkin Pilot-E,145.41,2000.0,0.073,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2.0 TB
HP EX920,59.99,256.0,0.234,SSD,256.0,M.2-2280,M.2 PCIe 3.0 X4,256.0 GB
GameStop 23VG-GSPL-GameStop NVMe SSD-Heatsink-2TB,169.99,2000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
Sabrent Rocket,69.98,512.0,0.137,SSD,,M.2-2242,M.2 PCIe 3.0 X4,512.0 GB
Verbatim Vi7000G,105.49,1000.0,0.105,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
Seagate FireCuda 120,703.29,2000.0,0.352,SSD,,2.5,SATA 6.0 Gb/s,2.0 TB
Western Digital Green,73.0,240.0,0.304,SSD,,2.5,SATA 6.0 Gb/s,240.0 GB
Western Digital Blue,169.0,1000.0,0.169,SSD,,2.5,SATA 6.0 Gb/s,1.0 TB
Inland Platinum,119.99,2000.0,0.06,SSD,,2.5,SATA 6.0 Gb/s,2.0 TB
Western Digital BLACK SN850 Call of Duty Edition,216.76,1000.0,0.217,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
ADATA XPG SPECTRIX S20G,117.25,1000.0,0.117,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
ADATA SU760,37.99,512.0,0.074,SSD,,2.5,SATA 6.0 Gb/s,512.0 GB
SanDisk SSD PLUS,66.97,120.0,0.558,SSD,,2.5,SATA 6.0 Gb/s,120.0 GB
SanDisk Ultra 3D,48.98,250.0,0.196,SSD,,2.5,SATA 6.0 Gb/s,250.0 GB
Samsung MZVPV512HDGL-00000,204.49,512.0,0.399,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0 GB
Inland Platinum,199.99,2000.0,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2.0 TB
Lexar NM610,36.99,250.0,0.148,SSD,,M.2-2280,M.2 PCIe 3.0 X4,250.0 GB
ADATA LEGEND 960 MAX,299.99,4000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4.0 TB
ADATA XPG SX6000,78.75,128.0,0.615,SSD,,M.2-2280,M.2 PCIe 3.0 X2,128.0 GB
Verbatim Vi550,24.99,256.0,0.098,SSD,,2.5,SATA 6.0 Gb/s,256.0 GB
Western Digital Blue,86.89,500.0,0.174,SSD,,2.5,SATA 6.0 Gb/s,500.0 GB
PNY XLR8 CS3140 w/Heatsink,628.05,2000.0,0.314,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
Acer Predator GM7,446.99,4000.0,0.112,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4.0 TB
Corsair CSSD-F4000GBMP600PXT,400.99,4000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4.0 TB
Transcend MTE240S,60.11,500.0,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0 GB
Samsung PM893,76.95,240.0,0.321,SSD,,2.5,SATA 6.0 Gb/s,240.0 GB
TEAMGROUP T-Create Classic DL,131.99,2000.0,0.066,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
Inland TN320,119.99,2000.0,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2.0 TB
Patriot Viper VP4300,169.99,2000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
Kingston Q500,32.27,240.0,0.134,SSD,,2.5,SATA 6.0 Gb/s,240.0 GB
Intel 760p,109.0,1000.0,0.109,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
Addlink A93 PS5,84.44,1000.0,0.084,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
Sabrent Rocket Q4,130.84,1000.0,0.131,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
ADATA Legend 850,59.34,512.0,0.116,SSD,,M.2-2280,M.2 PCIe 4.0 X4,512.0 GB
ADATA XPG GAMMIX S11 Pro,239.67,2000.0,0.12,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2.0 TB
ADATA Falcon,151.66,1000.0,0.152,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
Acer SA100,27.99,240.0,0.117,SSD,,2.5,SATA 6.0 Gb/s,240.0 GB
Mushkin ELEMENT,24.9,256.0,0.097,SSD,,2.5,SATA 6.0 Gb/s,256.0 GB
PNY CS900,320.45,4000.0,0.08,SSD,,2.5,SATA 6.0 Gb/s,4.0 TB
Western Digital Red SN700,73.14,250.0,0.293,SSD,,M.2-2280,M.2 PCIe 3.0 X4,250.0 GB
TEAMGROUP GX1,42.99,240.0,0.179,SSD,,2.5,SATA 6.0 Gb/s,240.0 GB
Inland Prime,139.99,2000.0,0.07,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2.0 TB
Netac NV7000-t,164.99,2000.0,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
ADATA Ultimate SU650,31.17,240.0,0.13,SSD,,M.2-2280,M.2 SATA,240.0 GB
Western Digital Red SA500,89.99,1000.0,0.09,SSD,,M.2-2280,M.2 SATA,1.0 TB
TEAMGROUP T-FORCE G70 PRO Aluminum,149.99,2000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
Kingston KC600,33.79,256.0,0.132,SSD,,2.5,SATA 6.0 Gb/s,256.0 GB
Netac NV7000-t,102.99,1000.0,0.103,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
Verbatim Vi3000,46.11,256.0,0.18,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0 GB
TEAMGROUP GX2,102.99,2000.0,0.051,SSD,,2.5,SATA 6.0 Gb/s,2.0 TB
Transcend SSD230S,419.99,4000.0,0.105,SSD,,2.5,SATA 6.0 Gb/s,4.0 TB
Western Digital Red SA500,169.99,2000.0,0.085,SSD,,M.2-2280,M.2 SATA,2.0 TB
Kingston A400,50.99,480.0,0.106,SSD,,M.2-2280,M.2 SATA,480.0 GB
Verbatim Vi560,36.76,512.0,0.072,SSD,,M.2-2280,M.2 SATA,512.0 GB
PNY CS2130,99.99,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
Mushkin Pilot-E,102.61,1000.0,0.103,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
Intenso 3812440,26.95,256.0,0.105,SSD,,2.5,SATA 6.0 Gb/s,256.0 GB
TEAMGROUP A440 Lite,77.98,1000.0,0.078,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1.0 TB
Western Digital Red SN700,199.99,2000.0,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2.0 TB
Transcend 250H,218.02,2000.0,0.109,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
ADATA XPG GAMMIX S50 Lite,300.0,2000.0,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
Patriot P300,51.91,512.0,0.101,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0 GB
TEAMGROUP GX2,26.98,256.0,0.105,SSD,,2.5,SATA 6.0 Gb/s,256.0 GB
Transcend 110S,99.99,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
Inland Platinum,449.99,4000.0,0.112,SSD,,M.2-2280,M.2 PCIe 3.0 X4,4.0 TB
SanDisk X400,164.0,128.0,1.281,SSD,,M.2-2280,M.2 SATA,128.0 GB
Gigabyte GP-GSM2NE3100TNTD,129.0,1000.0,0.129,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1.0 TB
GOODRAM CL100 gen.3,77.38,960.0,0.081,SSD,,2.5,SATA 6.0 Gb/s,960.0 GB
Sabrent Rocket 4.0,39.99,256.0,0.156,SSD,,M.2-2230,M.2 PCIe 4.0 X4,256.0 GB
Nextorage G-Series LE,144.99,2000.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2.0 TB
VisionTek DLX4,189.98,2000.0,0.095,SSD,,M.2-2242,M.2 PCIe 4.0 X4,2.0 TB
